X,Y,Z
-1.0882047,0.9735212,-0.5244033
-1.0908477,0.9734422,-0.51630163
-1.0935835,0.9733783,-0.50826657
-1.0964864,0.97335386,-0.50027883
-1.0999445,0.973255,-0.49232423
-1.103389,0.973318,-0.4844954
-1.1069723,0.9735074,-0.47683713
-1.1107249,0.97378796,-0.46937624
-1.1146524,0.97415864,-0.4621531
-1.1187823,0.9746139,-0.45519936
-1.1232771,0.97496235,-0.44806045
-1.1277288,0.975524,-0.4414473
-1.1321819,0.97626716,-0.43495542
-1.1366639,0.9771994,-0.42841318
-1.141079,0.9783334,-0.42190564
-1.1453547,0.9796272,-0.4155971
-1.1499732,0.9804271,-0.40790892
-1.1543527,0.9816362,-0.40135053
-1.1587085,0.9829507,-0.39508
-1.1631637,0.9842923,-0.38887277
-1.1676903,0.9856278,-0.3826856
-1.1722049,0.9868749,-0.37657198
-1.1766381,0.98810464,-0.37016448
-1.181193,0.98907447,-0.36418885
-1.1858494,0.9898557,-0.35830346
-1.1904732,0.990449,-0.3524377
-1.1949246,0.9908594,-0.34669074
-1.1992099,0.99114376,-0.3411697
-1.2035527,0.99142915,-0.3338778
-1.2078738,0.99176383,-0.32767102
-1.2119483,0.99214035,-0.32195976
-1.2156755,0.992513,-0.31680334
-1.2192205,0.9928944,-0.31211555
-1.2228533,0.99333864,-0.3075852
-1.2266668,0.9939013,-0.30288756
-1.2304668,0.9945189,-0.29796454
-1.2341225,0.99494785,-0.29176405
-1.2376682,0.9954806,-0.28670517
-1.2411777,0.996041,-0.28207642
-1.2446733,0.99659544,-0.27764335
-1.2484944,0.9965256,-0.27202985
-1.2520564,0.9968119,-0.26747847
-1.2555528,0.99719274,-0.26328468
-1.2590933,0.9976127,-0.2592442
-1.2627745,0.9980326,-0.25533542
-1.2666786,0.9984257,-0.2515443
-1.2709986,0.99874824,-0.24659516
-1.2754105,0.9990522,-0.24280162
-1.2800722,0.99929965,-0.239487
-1.2850711,0.99952185,-0.23628683
-1.2903591,0.9997765,-0.2330018
-1.2959219,1.0001334,-0.22956775
-1.3017445,1.0006015,-0.22608963
-1.3078244,1.0011824,-0.22289047
-1.3144773,1.0018531,-0.2186362
-1.3213332,1.0026805,-0.21569924
-1.3284615,1.003624,-0.21317224
-1.3358454,1.004645,-0.21072474
-1.3434389,1.0057104,-0.20828971
-1.3512068,1.00681,-0.20581348
-1.3594295,1.0079045,-0.20196542
-1.3674787,1.0089577,-0.1990175
-1.375469,1.010004,-0.1963856
-1.3834407,1.011073,-0.19399162
-1.3913836,1.012162,-0.19191934
-1.399336,1.0132394,-0.19015715
-1.4076967,1.0143473,-0.1872045
-1.4159397,1.0153216,-0.18538614
-1.4243085,1.016256,-0.18398649
-1.4328538,1.0171651,-0.18280324
-1.4415616,1.0180286,-0.1818001
-1.4503815,1.0188154,-0.18096454
-1.4594513,1.0192716,-0.17986995
-1.4685254,1.0198814,-0.17927831
-1.4777054,1.020561,-0.17895761
-1.487088,1.0213424,-0.17879945
-1.4966458,1.0222788,-0.17889147
-1.5062573,1.0233533,-0.17948961
-1.5155922,1.0239708,-0.1805359
-1.52493,1.024946,-0.18211189
-1.5340961,1.0260124,-0.18382062
-1.5431491,1.02713,-0.18538758
-1.5521988,1.0283074,-0.18673037
-1.5613022,1.0295446,-0.18794586
-1.5701174,1.0309529,-0.18875128
-1.5788888,1.0321594,-0.19009401
-1.5875632,1.033273,-0.19173145
-1.5963773,1.0344607,-0.19341029
-1.6053022,1.0358578,-0.19470187
-1.61429,1.0372717,-0.19603646
-1.6231186,1.0386933,-0.19736281
-1.6317159,1.0401763,-0.19866413
-1.6401701,1.0417949,-0.19986522
-1.6484824,1.0435821,-0.20095062
-1.656497,1.0454757,-0.20206627
-1.6638879,1.0473169,-0.20339005
-1.6706339,1.0491114,-0.20508118
-1.6770033,1.0510255,-0.20720108
-1.6829935,1.0531046,-0.20960563
-1.6885827,1.0553321,-0.21204776
-1.6937549,1.0576912,-0.21445368
-1.6984104,1.0601051,-0.21694334
-1.7023379,1.0623868,-0.21975596
-1.7057527,1.0646527,-0.22285144
-1.70903,1.0670925,-0.22605297
-1.712052,1.0695009,-0.22946276
-1.7146708,1.0717949,-0.23308419
-1.7168887,1.0740207,-0.23681992
-1.7161245,1.0769188,-0.23984106
-1.7169514,1.0794898,-0.2429762
-1.7179662,1.0819222,-0.24601172
-1.718622,1.0841919,-0.24921699
-1.718802,1.0863258,-0.25290263
-1.7186292,1.0884404,-0.2570904
-1.7180417,1.0902114,-0.26222166
-1.7172917,1.092198,-0.26694754
-1.7161492,1.0941523,-0.27154118
-1.7145097,1.0960225,-0.2761235
-1.7125949,1.0979195,-0.28072232
-1.7106314,1.099939,-0.2852991
-1.7078997,1.1018854,-0.2905278
-1.7051488,1.1038212,-0.2955397
-1.7021348,1.105731,-0.300725
-1.6989502,1.1077486,-0.3061349
-1.6956311,1.1098735,-0.3116722
-1.691844,1.111922,-0.31739527
-1.6878307,1.1140118,-0.32315522
-1.6836619,1.1161224,-0.328963
-1.6792368,1.1181648,-0.334868
-1.6746818,1.1202372,-0.3407363
-1.6700125,1.1224482,-0.34639162
-1.6651292,1.1247923,-0.3517599
-1.6596597,1.1271372,-0.35725224
-1.6540715,1.1296066,-0.3625496
-1.6484056,1.1321785,-0.36780813
-1.6427494,1.1348549,-0.3730372
-1.6371064,1.1375415,-0.37831417
-1.6314054,1.1401439,-0.38376263
-1.625342,1.1422671,-0.3894612
-1.6193743,1.1445322,-0.39536855
-1.6134288,1.1468358,-0.40124398
-1.6074786,1.149127,-0.40689602
-1.6014977,1.1513714,-0.41230518
-1.595524,1.1535599,-0.41760033
-1.5893527,1.1552824,-0.42299047
-1.5833846,1.1572212,-0.42814326
-1.5774823,1.1591983,-0.43299684
-1.5715677,1.1611992,-0.4375782
-1.5656873,1.1633049,-0.44198185
-1.5600452,1.1655316,-0.4462808
-1.5540093,1.1685922,-0.4504838
-1.5486315,1.17113,-0.45468146
-1.5434916,1.1734043,-0.45886916
-1.5385847,1.1755273,-0.46300733
-1.5341048,1.1768698,-0.4669475
-1.5299588,1.1784875,-0.47060186
-1.5260777,1.1800565,-0.473895
-1.5223011,1.1814439,-0.47672173
-1.5186025,1.1826673,-0.47892305
-1.5150977,1.1838808,-0.4804225
-1.5118136,1.1852131,-0.48125958
-1.5086937,1.1867379,-0.48161373
-1.5057324,1.1884357,-0.48152027
-1.5027201,1.1900815,-0.4812349
-1.4996333,1.1915516,-0.48085082
-1.4964572,1.1928018,-0.48060155
-1.4933711,1.1938367,-0.480566
-1.4905157,1.1947093,-0.48061737
-1.4879717,1.1954302,-0.47986415
-1.4856817,1.1959039,-0.4793569
-1.4836133,1.1961967,-0.4789527
-1.4817802,1.196324,-0.4787165
-1.4799896,1.196261,-0.47821385
-1.4784482,1.1961576,-0.47812912
-1.4771004,1.1960443,-0.47817752
-1.4759337,1.1959424,-0.47832996
-1.4749988,1.1958619,-0.4786798
-1.4742981,1.1957961,-0.47924206
-1.4737903,1.1957306,-0.47987702
-1.4735202,1.1956676,-0.48041648
-1.4737582,1.1955979,-0.47992495
-1.4741417,1.1955566,-0.47966367
-1.4746038,1.1955472,-0.4793775
-1.4750537,1.1956106,-0.47904846
-1.4754308,1.195731,-0.4787531
-1.4757558,1.19588,-0.4784426
-1.4761475,1.196291,-0.4778903
-1.4763968,1.1965619,-0.4771931
-1.4765444,1.1967511,-0.47638676
